Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83228;02/08/2019;0000;;36.5;;10.8;;26.22;49.75;1.7148;
83228;02/08/2019;1200;0;;17.6;;;;;;
83228;03/08/2019;0000;;37.8;;9.9;;25.74;50.75;1.20036;
83228;03/08/2019;1200;0;;17.7;;;;;;
83228;04/08/2019;0000;;37.8;;10.2;;25.94;47.5;1.37184;
83228;04/08/2019;1200;0;;18.9;;;;;;
83228;05/08/2019;0000;;34.2;;5.5;;26.3;43;1.88628;
83228;05/08/2019;1200;0;;18.3;;;;;;
83228;06/08/2019;0000;;32.8;;10.8;;25.02;53.25;2.5722;
83228;06/08/2019;1200;0;;22.1;;;;;;
83228;07/08/2019;0000;;33.4;;10.8;;24.4;41.75;2.74368;
83228;07/08/2019;1200;0;;16;;;;;;
83228;08/08/2019;0000;;;;;;;;3.34386;
83228;08/08/2019;1200;0;;18.2;;;;;;
83228;09/08/2019;0000;;;;;;;;3.34386;
83228;09/08/2019;1200;0;;15.8;;;;;;
83228;10/08/2019;0000;;35.2;;9.2;;25.32;48.25;1.54332;
83228;10/08/2019;1200;0;;16.7;;;;;;
83228;11/08/2019;0000;;35.4;;10.2;;27.34;47.25;2.5722;
83228;11/08/2019;1200;0;;22;;;;;;
83228;12/08/2019;0000;;36.9;;10.8;;26.92;43;2.5722;
83228;12/08/2019;1200;0;;19.1;;;;;;
83228;13/08/2019;0000;;36.8;;10.7;;26.24;40;2.91516;
83228;13/08/2019;1200;0;;19.9;;;;;;
83228;14/08/2019;0000;;36.2;;10.6;;27.72;32.5;2.05776;
83228;14/08/2019;1200;0;;17.5;;;;;;
83228;15/08/2019;0000;;35.3;;10.2;;27.52;41.25;2.74368;
83228;15/08/2019;1200;0;;19.4;;;;;;
83228;16/08/2019;0000;;34.5;;10.7;;26.7;45;3.25812;
83228;16/08/2019;1200;0;;22.5;;;;;;
83228;17/08/2019;0000;;34.8;;10.7;;25.94;47.5;3.25812;
83228;17/08/2019;1200;0;;19.7;;;;;;
83228;18/08/2019;0000;;36.7;;10.4;;26.34;44;1.37184;
83228;18/08/2019;1200;0;;18.3;;;;;;
83228;19/08/2019;0000;;37.6;;10.6;;26.82;41.75;1.88628;
83228;19/08/2019;1200;0;;17.5;;;;;;
83228;20/08/2019;0000;;38.6;;9.4;;27.22;40;1.54332;
83228;20/08/2019;1200;0;;20.7;;;;;;
83228;21/08/2019;0000;;39.3;;10.2;;26.98;39.25;1.7148;
83228;21/08/2019;1200;0;;17.2;;;;;;
83228;22/08/2019;0000;;38.3;;9.3;;27.64;39.25;2.40072;
83228;22/08/2019;1200;0;;18.7;;;;;;
83228;23/08/2019;0000;;37.4;;10;;28.24;40;2.74368;
83228;23/08/2019;1200;0;;21.1;;;;;;
83228;24/08/2019;0000;;37;;5.6;;27.84;44.75;0.68592;
83228;24/08/2019;1200;0;;21.8;;;;;;
83228;25/08/2019;0000;;37.2;;8.9;;27.66;40.25;1.88628;
83228;25/08/2019;1200;0;;19.8;;;;;;
83228;26/08/2019;0000;;36.4;;10.5;;27.28;32.25;3.25812;
83228;26/08/2019;1200;0;;20;;;;;;
83228;27/08/2019;0000;;35.7;;7.9;;27.38;41.25;4.62996;
83228;27/08/2019;1200;0;;22.8;;;;;;
83228;28/08/2019;0000;;36.8;;10.4;;27.32;37;2.22924;
83228;28/08/2019;1200;0;;19.1;;;;;;
83228;29/08/2019;0000;;37.3;;10.4;;27.34;38.5;1.88628;
83228;29/08/2019;1200;0;;18.3;;;;;;
83228;30/08/2019;0000;;37.6;;10.3;;27.78;40.5;1.54332;
83228;30/08/2019;1200;0;;19.8;;;;;;
83228;31/08/2019;0000;;38.6;;10.4;;28.46;37.25;1.88628;
83228;31/08/2019;1200;0;;19.6;;;;;;
83228;01/09/2019;0000;;39;;9.4;;28.66;35.25;1.37184;
83228;01/09/2019;1200;0;;20.3;;;;;;
83228;02/09/2019;0000;;40;;10.1;;28.38;27.5;2.05776;
83228;02/09/2019;1200;0;;18.2;;;;;;
83228;03/09/2019;0000;;39.9;;10.4;;28.58;31.75;2.40072;
83228;03/09/2019;1200;0;;17.7;;;;;;
83228;04/09/2019;0000;;40.2;;10.4;;28.82;30;1.37184;
83228;04/09/2019;1200;0;;19.1;;;;;;
83228;05/09/2019;0000;;39.9;;10.5;;28.72;35;2.22924;
83228;05/09/2019;1200;0;;20.3;;;;;;
83228;06/09/2019;0000;;38.8;;10.5;;28.92;28;2.5722;
83228;06/09/2019;1200;0;;19.5;;;;;;
83228;07/09/2019;0000;;37.6;;10.5;;28.84;36;4.11552;
83228;07/09/2019;1200;0;;23.8;;;;;;
83228;08/09/2019;0000;;37.2;;10.5;;29.12;39.25;4.45848;
83228;08/09/2019;1200;0;;23.5;;;;;;
83228;09/09/2019;0000;;39;;10.5;;28.9;37;2.74368;
83228;09/09/2019;1200;0;;20.5;;;;;;
83228;10/09/2019;0000;;38.9;;9.8;;29;31.25;2.05776;
83228;10/09/2019;1200;0;;21.4;;;;;;
83228;11/09/2019;0000;;;;;;;;4.11552;
83228;11/09/2019;1200;0;;23;;;;;;
83228;12/09/2019;0000;;41;;8.3;;29.38;30.5;2.22924;
83228;12/09/2019;1200;0;;20.9;;;;;;
83228;13/09/2019;0000;;43.2;;10.4;;30.08;27;1.7148;
83228;13/09/2019;1200;0;;18.2;;;;;;
83228;14/09/2019;0000;;41;;9.9;;28.88;31;1.54332;
83228;14/09/2019;1200;0;;18.8;;;;;;
83228;15/09/2019;0000;;38.9;;9;;28.94;32.75;1.88628;
83228;15/09/2019;1200;0;;21.6;;;;;;
83228;16/09/2019;0000;;39.1;;9.3;;30.34;31;2.22924;
83228;16/09/2019;1200;0;;22.8;;;;;;
83228;17/09/2019;0000;;38.6;;9.7;;31;38;1.88628;
83228;17/09/2019;1200;0;;24;;;;;;
83228;18/09/2019;0000;;40.2;;10.3;;29.32;33.75;1.54332;
83228;18/09/2019;1200;0;;21.7;;;;;;
83228;19/09/2019;0000;;40.7;;8.4;;29.74;38.5;1.37184;
83228;19/09/2019;1200;0;;19.8;;;;;;
83228;20/09/2019;0000;;41.1;;7.6;;30.26;37.75;0.51444;
83228;20/09/2019;1200;0;;21;;;;;;
83228;21/09/2019;0000;;39.1;;4.1;;29.76;46.5;0.68592;
83228;21/09/2019;1200;0;;23.6;;;;;;
83228;22/09/2019;0000;;39.8;;6.6;;31.68;44.25;1.20036;
83228;22/09/2019;1200;0;;24.5;;;;;;
83228;23/09/2019;0000;;39.7;;10;;30.08;37.5;1.54332;
83228;23/09/2019;1200;0;;23.2;;;;;;
83228;24/09/2019;0000;;39.4;;10.6;;30.06;34.75;2.91516;
83228;24/09/2019;1200;0;;21.5;;;;;;
83228;25/09/2019;0000;;38.2;;10;;29.7;40.25;2.22924;
83228;25/09/2019;1200;0;;22.5;;;;;;
83228;26/09/2019;0000;;37.9;;5.9;;29.18;55;3.94404;
83228;26/09/2019;1200;0;;23.3;;;;;;
83228;27/09/2019;0000;;35.9;;1.8;;28.02;62.25;0;
83228;27/09/2019;1200;21.4;;21.9;;;;;;
83228;28/09/2019;0000;;34.9;;1;;29.02;59;0.34296;
83228;28/09/2019;1200;0;;23.7;;;;;;
83228;29/09/2019;0000;;34.6;;3.2;;26.44;76.5;2.22924;
83228;29/09/2019;1200;0;;25;;;;;;
83228;30/09/2019;0000;;35.4;;5.2;;27.8;59.75;2.05776;
83228;30/09/2019;1200;9.4;;22.1;;;;;;
83228;01/10/2019;0000;;36.8;;7;;27.08;70.25;2.22924;
83228;01/10/2019;1200;0.8;;23.5;;;;;;
83228;02/10/2019;0000;;37;;9;;28.02;63.5;1.20036;
83228;02/10/2019;1200;3.8;;22.9;;;;;;
83228;03/10/2019;0000;;37.8;;8.9;;29.56;53;1.54332;
83228;03/10/2019;1200;0;;22.6;;;;;;
83228;04/10/2019;0000;;34.6;;1;;27.26;74.75;1.37184;
83228;04/10/2019;1200;0;;23.6;;;;;;
83228;05/10/2019;0000;;35.2;;4.8;;26.54;72.75;3.25812;
83228;05/10/2019;1200;0;;21.9;;;;;;
83228;06/10/2019;0000;;32.1;;0.4;;26.16;79.25;2.91516;
83228;06/10/2019;1200;12.8;;23.1;;;;;;
83228;07/10/2019;0000;;37.3;;7.8;;28.78;62.5;0.51444;
83228;07/10/2019;1200;0.6;;22;;;;;;
83228;08/10/2019;0000;;35;;5;;28.18;69;2.91516;
83228;08/10/2019;1200;0;;24;;;;;;
