Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83064;27/08/2000;0000;;38.2;;9.2;9.6;30.96;44.25;1.6;
83064;27/08/2000;1200;0;;24.8;;;;;;
83064;28/08/2000;0000;;38.3;;9.1;9.6;29.98;46.75;1.833333;
83064;28/08/2000;1200;0;;21.8;;;;;;
83064;29/08/2000;0000;;38.9;;8.4;8.7;31.08;48.25;1.166667;
83064;29/08/2000;1200;0;;24.2;;;;;;
83064;30/08/2000;0000;;38.7;;8.4;8;30.46;48.5;1.533333;
83064;30/08/2000;1200;0;;24.3;;;;;;
83064;31/08/2000;0000;;39;;10.2;10.1;30.72;40;1.733333;
83064;31/08/2000;1200;0;;23.3;;;;;;
83064;01/09/2000;0000;;39;;10.2;12.6;30.74;38;2.866667;
83064;01/09/2000;1200;0;;21.9;;;;;;
83064;02/09/2000;0000;;37.9;;7.3;11.9;30.92;44.5;1.2;
83064;02/09/2000;1200;0;;24.9;;;;;;
83064;03/09/2000;0000;;35.5;;1.3;8.9;27.18;70.25;2.1;
83064;03/09/2000;1200;0;;22.9;;;;;;
83064;04/09/2000;0000;;35.3;;5.9;3.7;27.44;66.5;1.433333;
83064;04/09/2000;1200;46.2;;21.1;;;;;;
83064;05/09/2000;0000;;36;;4.3;4.8;28.96;60.75;1.7;
83064;05/09/2000;1200;0;;23.8;;;;;;
83064;06/09/2000;0000;;32.3;;1;6.8;26.92;77.5;1.6;
83064;06/09/2000;1200;0;;23.9;;;;;;
83064;07/09/2000;0000;;26.4;;0;3.1;23.1;90.75;1.7;
83064;07/09/2000;1200;18.4;;20.9;;;;;;
83064;08/09/2000;0000;;34.3;;6.6;1.5;26.74;66.75;2.066667;
83064;08/09/2000;1200;1.6;;21;;;;;;
83064;09/09/2000;0000;;36.2;;9.1;4.4;28.52;60.25;0.7;
83064;09/09/2000;1200;0;;21.4;;;;;;
83064;10/09/2000;0000;;31.2;;2.1;7;26.38;76.75;1.7;
83064;10/09/2000;1200;0.7;;21.9;;;;;;
83064;11/09/2000;0000;;34.9;;7.4;3.9;28.42;66;1.533333;
