Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83033;09/10/2019;0000;;31.4;;3.3;;25.48;82.75;1.02888;
83033;09/10/2019;1200;20.8;;21.9;;;;;;
83033;10/10/2019;0000;;33.8;;5.6;;27.16;78;1.20036;
83033;10/10/2019;1200;1.9;;21.9;;;;;;
83033;11/10/2019;0000;;39.4;;9.1;;30.04;56.25;1.88628;
83033;11/10/2019;1200;0.3;;21.9;;;;;;
83033;12/10/2019;0000;;37.8;;9.3;;31.08;52.5;1.7148;
83033;12/10/2019;1200;0;;25.4;;;;;;
83033;13/10/2019;0000;;38.5;;9.8;;31.26;48.75;2.5722;
83033;13/10/2019;1200;0;;24.3;;;;;;
83033;14/10/2019;0000;;32.9;;1.8;;27.82;74;0.8574;
83033;14/10/2019;1200;0;;24.2;;;;;;
83033;15/10/2019;0000;;;;;;;;3.34386;
83033;15/10/2019;1200;1.6;;23.5;;;;;;
83033;16/10/2019;0000;;29.8;;0.6;;25.8;89;1.02888;
83033;16/10/2019;1200;0.3;;24.3;;;;;;
83033;17/10/2019;0000;;28.2;;0.1;;24.92;87;0.17148;
83033;17/10/2019;1200;34.2;;22;;;;;;
83033;18/10/2019;0000;;35.7;;7.9;;28.3;70.5;0.68592;
83033;18/10/2019;1200;1.7;;22.3;;;;;;
83033;19/10/2019;0000;;33.1;;5.9;;27.62;73;1.37184;
83033;19/10/2019;1200;0;;24;;;;;;
83033;20/10/2019;0000;;34.7;;4.9;;28.04;74.75;1.20036;
83033;20/10/2019;1200;0;;23.2;;;;;;
83033;21/10/2019;0000;;33.2;;3.9;;27.26;77.5;1.7148;
83033;21/10/2019;1200;0;;23.2;;;;;;
83033;22/10/2019;0000;;31.5;;1.8;;25.68;79;1.54332;
83033;22/10/2019;1200;13;;22;;;;;;
83033;23/10/2019;0000;;33.5;;7.8;;27.32;75.25;1.54332;
83033;23/10/2019;1200;0;;21.2;;;;;;
83033;24/10/2019;0000;;34.2;;4.8;;28.16;65.25;0.51444;
83033;24/10/2019;1200;0;;24.3;;;;;;
83033;25/10/2019;0000;;37.4;;8.6;;30.36;57.5;0.34296;
83033;25/10/2019;1200;0;;22.9;;;;;;
83033;26/10/2019;0000;;35.6;;7.2;;28.36;65.75;0.51444;
83033;26/10/2019;1200;0;;24.7;;;;;;
83033;27/10/2019;0000;;36.8;;9.7;;30.2;52.75;0.8574;
83033;27/10/2019;1200;0;;22.7;;;;;;
83033;28/10/2019;0000;;33.8;;2.7;;27.76;77;0.51444;
83033;28/10/2019;1200;2.2;;24.9;;;;;;
83033;29/10/2019;0000;;32.7;;5.8;;29.7;83.5;0.8574;
83033;29/10/2019;1200;0;;23.3;;;;;;
83033;30/10/2019;0000;;34.6;;8.2;;28.22;70.5;0.68592;
83033;30/10/2019;1200;3.2;;23.2;;;;;;
83033;31/10/2019;0000;;36;;6.4;;29.04;64.75;0.34296;
83033;31/10/2019;1200;0;;23.7;;;;;;
83033;01/11/2019;0000;;34.4;;6;;28.32;73.75;0.51444;
83033;01/11/2019;1200;0;;23.5;;;;;;
83033;02/11/2019;0000;;35.6;;5.5;;27.48;80;0.51444;
83033;02/11/2019;1200;4;;23.7;;;;;;
83033;03/11/2019;0000;;28.4;;1;;25.7;85;0.34296;
83033;03/11/2019;1200;6.3;;23.1;;;;;;
83033;04/11/2019;0000;;35.4;;10.4;;28.46;64.75;0.34296;
83033;04/11/2019;1200;1.2;;21.6;;;;;;
83033;05/11/2019;0000;;33.2;;5.6;;27.3;76.5;0.68592;
83033;05/11/2019;1200;0;;24.5;;;;;;
83033;06/11/2019;0000;;29;;0.8;;25.46;84.25;0.51444;
83033;06/11/2019;1200;1.2;;22.2;;;;;;
83033;07/11/2019;0000;;36.6;;7.1;;27.88;66;0.34296;
83033;07/11/2019;1200;0;;21.6;;;;;;
