Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82564;09/10/2019;0000;;36;;5.1;;29.76;76.75;;
82564;09/10/2019;1200;0;;24.8;;;;;;
82564;10/10/2019;0000;;35.5;;7.2;;29.8;72.25;;
82564;10/10/2019;1200;0;;24.6;;;;;;
82564;11/10/2019;0000;;36.4;;7.1;;30.22;72.75;;
82564;11/10/2019;1200;0;;24.8;;;;;;
82564;12/10/2019;1200;0;;;;;;;;
82564;13/10/2019;1200;0;;;;;;;;
82564;14/10/2019;0000;;35.2;;5.7;;29.3;73.75;;
82564;14/10/2019;1200;0;;24.8;;;;;;
82564;15/10/2019;0000;;36.4;;5.6;;27.74;83.5;;
82564;15/10/2019;1200;0;;24.8;;;;;;
82564;16/10/2019;0000;;34.2;;5.9;;29.38;80;;
82564;16/10/2019;1200;0;;24.6;;;;;;
82564;17/10/2019;0000;;34.8;;5;;29.16;76.5;;
82564;17/10/2019;1200;0;;24.9;;;;;;
82564;18/10/2019;0000;;34.5;;5.3;;29.68;78;0;
82564;18/10/2019;1200;0;;25.6;;;;;;
82564;19/10/2019;1200;0;;;;;;;;
82564;20/10/2019;1200;0;;;;;;;;
82564;21/10/2019;0000;;35.8;;5;;;75.75;;
82564;21/10/2019;1200;0;;;;;;;;
82564;22/10/2019;0000;;29.9;;0;;25.86;89.5;;
82564;22/10/2019;1200;5.7;;23.4;;;;;;
82564;23/10/2019;0000;;32;;7.2;;27.34;85;;
82564;23/10/2019;1200;0.8;;22.9;;;;;;
82564;24/10/2019;0000;;34.8;;7.5;;28.9;81.25;;
82564;24/10/2019;1200;2.6;;24.8;;;;;;
82564;25/10/2019;0000;;35.1;;5.2;;28.74;77.25;;
82564;25/10/2019;1200;0;;24.6;;;;;;
82564;26/10/2019;1200;0;;;;;;;;
82564;27/10/2019;1200;0;;;;;;;;
82564;28/10/2019;0000;;34.8;;7.3;;;71.5;;
82564;28/10/2019;1200;0;;;;;;;;
82564;29/10/2019;0000;;35;;6.1;;29.64;76;;
82564;29/10/2019;1200;0;;24.9;;;;;;
82564;30/10/2019;0000;;35.2;;3.6;;29.6;77.75;;
82564;30/10/2019;1200;0;;25.4;;;;;;
82564;31/10/2019;0000;;35.3;;4.6;;29.18;78.25;;
82564;31/10/2019;1200;0;;25.4;;;;;;
82564;01/11/2019;0000;;36.3;;6.7;;29.34;73.5;;
82564;01/11/2019;1200;0;;24.8;;;;;;
82564;02/11/2019;1200;0;;;;;;;;
82564;03/11/2019;1200;0;;;;;;;;
82564;04/11/2019;0000;;35.3;;6.5;;;77.5;;
82564;04/11/2019;1200;0;;;;;;;;
82564;05/11/2019;0000;;37;;8;;30.38;74.25;;
82564;05/11/2019;1200;0;;24.8;;;;;;
82564;06/11/2019;0000;;35.4;;4;;28.1;80.5;;
82564;06/11/2019;1200;0;;24.9;;;;;;
82564;07/11/2019;0000;;34.8;;5.9;;28.88;77.5;;
82564;07/11/2019;1200;15.6;;23.3;;;;;;
82564;08/11/2019;0000;;30;;0;;26.7;86.75;;
82564;08/11/2019;1200;0;;25.5;;;;;;
82564;11/11/2019;0000;;34.8;;4.7;;;77.5;;
82564;11/11/2019;1200;0;;;;;;;;
82564;12/11/2019;0000;;33.8;;1.7;;29.52;77.5;;
82564;12/11/2019;1200;0;;24.9;;;;;;
82564;13/11/2019;0000;;35;;4.4;;29.44;78.25;;
82564;13/11/2019;1200;0;;25.4;;;;;;
82564;14/11/2019;0000;;33.5;;3.3;;29.04;79;;
82564;14/11/2019;1200;0;;25.4;;;;;;
82564;15/11/2019;1200;0;;;;;;;;
82564;16/11/2019;1200;0;;;;;;;;
82564;17/11/2019;1200;0;;;;;;;;
82564;18/11/2019;0000;;35.8;;5.8;;;76.5;;
82564;18/11/2019;1200;0;;;;;;;;
82564;19/11/2019;0000;;33;;6.1;;28.36;79.25;;
82564;19/11/2019;1200;10.9;;23.7;;;;;;
82564;20/11/2019;0000;;33.8;;4.8;;28.68;78;;
82564;20/11/2019;1200;0.4;;23.7;;;;;;
82564;21/11/2019;0000;;31;;0.6;;26.6;86.5;;
82564;21/11/2019;1200;0;;24.6;;;;;;
82564;22/11/2019;0000;;35.1;;6.1;;27.96;82.75;;
82564;22/11/2019;1200;1;;22.9;;;;;;
82564;23/11/2019;1200;0;;;;;;;;
82564;24/11/2019;1200;0;;;;;;;;
82564;25/11/2019;0000;;34.8;;4.9;;;77.75;;
82564;25/11/2019;1200;0;;;;;;;;
82564;26/11/2019;0000;;33;;0.2;;28.56;79.5;;
82564;26/11/2019;1200;0;;24.8;;;;;;
82564;27/11/2019;0000;;33.5;;8.4;;29.16;80;;
82564;27/11/2019;1200;0;;24.8;;;;;;
82564;28/11/2019;0000;;35.7;;7.7;;28.6;83.25;;
82564;28/11/2019;1200;0.3;;24.9;;;;;;
82564;29/11/2019;0000;;36;;7.9;;30.24;77.25;;
82564;29/11/2019;1200;27.2;;25.2;;;;;;
82564;30/11/2019;1200;0;;;;;;;;
82564;01/12/2019;1200;0;;;;;;;;
82564;02/12/2019;0000;;35;;6.4;;;78;;
82564;02/12/2019;1200;11.7;;;;;;;;
82564;03/12/2019;0000;;34.5;;5.9;;29.5;77.5;;
82564;03/12/2019;1200;0;;24.9;;;;;;
82564;04/12/2019;0000;;34.4;;3.3;;27.88;82.5;;
82564;04/12/2019;1200;0;;24.8;;;;;;
82564;05/12/2019;1200;7.4;;23.9;;;;;;
82564;06/12/2019;0000;;34.8;;0;;27.46;85.75;;
82564;06/12/2019;1200;22.6;;23.7;;;;;;
82564;07/12/2019;1200;0;;;;;;;;
82564;08/12/2019;1200;0;;;;;;;;
82564;09/12/2019;0000;;32;;3.4;;;81.75;;
82564;09/12/2019;1200;11.5;;;;;;;;
82564;10/12/2019;0000;;33.5;;5.7;;29.46;73.25;;
82564;10/12/2019;1200;0;;24.6;;;;;;
82564;11/12/2019;0000;;33.8;;6.7;;29.04;73.5;;
82564;11/12/2019;1200;0;;25.6;;;;;;
82564;12/12/2019;0000;;33.3;;5;;28.66;80.25;;
82564;12/12/2019;1200;0;;25.4;;;;;;
82564;13/12/2019;0000;;31;;5.4;;26.76;87;;
82564;13/12/2019;1200;0;;25.6;;;;;;
82564;14/12/2019;1200;0;;;;;;;;
82564;15/12/2019;1200;0;;;;;;;;
82564;16/12/2019;0000;;35.3;;6.1;;;77.75;;
82564;16/12/2019;1200;0;;;;;;;;
82564;17/12/2019;0000;;35;;5;;27.6;85;;
82564;17/12/2019;1200;0;;25.2;;;;;;
82564;18/12/2019;0000;;34.6;;6.5;;28.4;80.75;;
82564;18/12/2019;1200;7.1;;23.7;;;;;;
82564;19/12/2019;0000;;34.5;;6.6;;28.62;81.75;;
82564;19/12/2019;1200;0.3;;24.8;;;;;;
82564;20/12/2019;0000;;35.3;;8.1;;28.76;80;;
82564;20/12/2019;1200;0;;24.6;;;;;;
82564;21/12/2019;1200;0;;;;;;;;
82564;22/12/2019;1200;18.9;;;;;;;;
82564;23/12/2019;0000;;36.7;;5.1;;;81.5;;
82564;23/12/2019;1200;10.9;;;;;;;;
82564;24/12/2019;0000;;35.6;;5.6;;28.74;79.5;;
82564;24/12/2019;1200;0;;25.2;;;;;;
82564;25/12/2019;1200;0;;;;;;;;
82564;26/12/2019;0000;;32.6;;1.2;;;90.25;;
82564;26/12/2019;1200;0;;;;;;;;
82564;27/12/2019;0000;;35.1;;5.7;;29.2;81.75;;
82564;27/12/2019;1200;1.8;;23.9;;;;;;
82564;28/12/2019;1200;0;;;;;;;;
82564;29/12/2019;1200;0;;;;;;;;
82564;30/12/2019;0000;;32.2;;3;;;90.75;;
82564;30/12/2019;1200;3.8;;;;;;;;
82564;31/12/2019;0000;;30.6;;1;;26.14;87;;
82564;31/12/2019;1200;23.9;;22.3;;;;;;
