Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83235;09/10/2019;0000;;36.7;;7.3;;29.82;;1.54332;
83235;09/10/2019;1200;0;;24.2;;;;;;
83235;10/10/2019;0000;;37.5;;10.6;;30.36;;1.54332;
83235;10/10/2019;1200;0;;24.2;;;;;;
83235;11/10/2019;0000;;37.7;;8.1;;30.2;;1.54332;
83235;11/10/2019;1200;0;;25.3;;;;;;
83235;12/10/2019;0000;;37.7;;8.4;;29.98;;2.05776;
83235;12/10/2019;1200;0;;25.2;;;;;;
83235;13/10/2019;0000;;36.7;;7.2;;30.32;;1.54332;
83235;13/10/2019;1200;0;;25.7;;;;;;
83235;14/10/2019;0000;;38;;8.7;;30;;1.02888;
83235;14/10/2019;1200;0;;24.2;;;;;;
83235;15/10/2019;0000;;38.3;;8.3;;30.7;;1.54332;
83235;15/10/2019;1200;0;;23.7;;;;;;
83235;16/10/2019;0000;;38.2;;6.7;;30.36;;0;
83235;16/10/2019;1200;0;;23.6;;;;;;
83235;17/10/2019;0000;;35.4;;7.8;;28.92;;1.54332;
83235;17/10/2019;1200;0;;24.2;;;;;;
83235;18/10/2019;0000;;37;;9.6;;30.36;;2.5722;
83235;18/10/2019;1200;0;;23.3;;;;;;
83235;19/10/2019;0000;;39.2;;10.2;;31.36;;0.51444;
83235;19/10/2019;1200;0;;25;;;;;;
83235;20/10/2019;0000;;38.3;;8.8;;29.56;;3.08664;
83235;20/10/2019;1200;0;;24.5;;;;;;
83235;21/10/2019;0000;;34;;4;;26;;1.02888;
83235;21/10/2019;1200;0;;24;;;;;;
83235;22/10/2019;0000;;33.2;;5.3;;26.54;;0;
83235;22/10/2019;1200;4.8;;21.1;;;;;;
83235;23/10/2019;0000;;30.2;;1.8;;25.06;;0;
83235;23/10/2019;1200;37;;20.7;;;;;;
83235;24/10/2019;0000;;29;;0.9;;24.5;;1.02888;
83235;24/10/2019;1200;7.2;;21.8;;;;;;
83235;25/10/2019;0000;;35.2;;4.2;;26.5;;0;
83235;25/10/2019;1200;0;;22.1;;;;;;
83235;26/10/2019;0000;;35.4;;8.9;;28.74;;0.51444;
83235;26/10/2019;1200;16;;22.1;;;;;;
83235;27/10/2019;0000;;37.2;;10.2;;30.24;;0;
83235;27/10/2019;1200;0;;24.2;;;;;;
83235;28/10/2019;0000;;37.2;;6.4;;29.9;;1.54332;
83235;28/10/2019;1200;0;;24.2;;;;;;
83235;29/10/2019;0000;;37.2;;9.4;;30.56;;1.54332;
83235;29/10/2019;1200;0;;24.2;;;;;;
83235;30/10/2019;0000;;37.3;;9.7;;30.14;;1.54332;
83235;30/10/2019;1200;0;;24.2;;;;;;
83235;31/10/2019;0000;;37.3;;7.2;;30.46;;1.54332;
83235;31/10/2019;1200;0;;26;;;;;;
83235;01/11/2019;0000;;35.2;;6.5;;29.3;;0.51444;
83235;01/11/2019;1200;0;;24.2;;;;;;
83235;02/11/2019;0000;;37.7;;7.7;;29.68;;1.02888;
83235;02/11/2019;1200;0;;25.2;;;;;;
83235;03/11/2019;0000;;32.3;;3.5;;28.14;;0;
83235;03/11/2019;1200;20.6;;21.8;;;;;;
83235;04/11/2019;0000;;36.2;;6.6;;26.06;;0.51444;
83235;04/11/2019;1200;2.2;;22.1;;;;;;
83235;05/11/2019;0000;;35.2;;5.9;;25.86;;1.02888;
83235;05/11/2019;1200;13.8;;22.1;;;;;;
83235;06/11/2019;0000;;34.2;;8.7;;26.26;;0;
83235;06/11/2019;1200;34.8;;20.5;;;;;;
83235;07/11/2019;0000;;36.3;;9.8;;29.04;;0;
83235;07/11/2019;1200;0;;22.3;;;;;;
83235;08/11/2019;0000;;36.7;;0.2;;30.38;;0.51444;
83235;08/11/2019;1200;0;;23.8;;;;;;
83235;09/11/2019;0000;;34.2;;6.4;;27.28;;0;
83235;09/11/2019;1200;0;;23.2;;;;;;
83235;10/11/2019;0000;;36.7;;10.8;;28.98;;0.51444;
83235;10/11/2019;1200;0;;22.8;;;;;;
83235;11/11/2019;0000;;37.7;;10.2;;30.66;;0;
83235;11/11/2019;1200;0;;24.2;;;;;;
83235;12/11/2019;0000;;37.7;;7.7;;30.78;;0.51444;
83235;12/11/2019;1200;0;;25.2;;;;;;
83235;13/11/2019;0000;;37.7;;10.1;;30.08;;1.54332;
83235;13/11/2019;1200;0;;25.2;;;;;;
83235;14/11/2019;0000;;37;;9.8;;29.88;;0;
83235;14/11/2019;1200;0;;24.2;;;;;;
83235;15/11/2019;0000;;36.2;;9.5;;29.68;;0.51444;
83235;15/11/2019;1200;0;;24.2;;;;;;
83235;16/11/2019;0000;;34.2;;2.4;;27.92;;0.51444;
83235;16/11/2019;1200;0;;24.2;;;;;;
83235;17/11/2019;0000;;32.5;;2.3;;25.46;;0;
83235;17/11/2019;1200;0;;23.2;;;;;;
83235;18/11/2019;0000;;30.2;;1.3;;24.9;;0;
83235;18/11/2019;1200;25.2;;21.1;;;;;;
83235;19/11/2019;0000;;33.2;;3.8;;25.82;;0.51444;
83235;19/11/2019;1200;0.3;;22.1;;;;;;
83235;20/11/2019;0000;;35.2;;10.1;;27.6;;0.51444;
83235;20/11/2019;1200;0;;21.6;;;;;;
83235;21/11/2019;0000;;34.7;;4.9;;27;;1.02888;
83235;21/11/2019;1200;1.7;;22.1;;;;;;
83235;22/11/2019;0000;;32.7;;7.1;;25.56;;0;
83235;22/11/2019;1200;0;;21.6;;;;;;
83235;23/11/2019;0000;;33.2;;6.4;;26.92;;0;
83235;23/11/2019;1200;14;;22.4;;;;;;
83235;24/11/2019;0000;;34.6;;9;;26.58;;0.51444;
83235;24/11/2019;1200;0;;22.1;;;;;;
83235;25/11/2019;0000;;32.7;;2.4;;26.26;;0;
83235;25/11/2019;1200;0.4;;22.1;;;;;;
83235;26/11/2019;0000;;29.2;;0.2;;24.96;;0;
83235;26/11/2019;1200;74.6;;21.6;;;;;;
83235;27/11/2019;0000;;29.3;;0.7;;25.34;;1.02888;
83235;27/11/2019;1200;0;;23.2;;;;;;
83235;28/11/2019;0000;;30.2;;2.5;;25.76;;0;
83235;28/11/2019;1200;32.4;;22.2;;;;;;
83235;29/11/2019;0000;;30.2;;0.8;;24.74;;0;
83235;29/11/2019;1200;3;;21.7;;;;;;
83235;30/11/2019;0000;;33.2;;5.5;;26.96;78.5;0;
83235;30/11/2019;1200;0;;22.8;;;;;;
83235;01/12/2019;0000;;34.2;;7.4;;26.5;72.25;0.34296;
83235;01/12/2019;1200;12;;22.3;;;;;;
83235;02/12/2019;0000;;31.9;;1.8;;27.2;69;0;
83235;02/12/2019;1200;0;;22;;;;;;
83235;03/12/2019;0000;;33.5;;2.2;;26.3;90;0;
83235;03/12/2019;1200;0;;25.4;;;;;;
83235;04/12/2019;0000;;30.3;;2.3;;24.86;86.5;0.34296;
83235;04/12/2019;1200;4.4;;22;;;;;;
83235;05/12/2019;0000;;33.7;;6.2;;26.98;72.75;0;
83235;05/12/2019;1200;4.8;;22;;;;;;
83235;06/12/2019;0000;;32.4;;6.5;;27.26;67.25;0;
83235;06/12/2019;1200;3.2;;23.5;;;;;;
83235;07/12/2019;0000;;34;;8.1;;27.54;65.75;0;
83235;07/12/2019;1200;0;;23.8;;;;;;
83235;08/12/2019;0000;;30.7;;1.3;;26.9;70;0.68592;
83235;08/12/2019;1200;0;;23.6;;;;;;
83235;09/12/2019;0000;;31.7;;4.6;;25.72;79;0.34296;
83235;09/12/2019;1200;0;;23.2;;;;;;
83235;10/12/2019;0000;;30.6;;5.4;;25.58;82;0.34296;
83235;10/12/2019;1200;3.6;;22.1;;;;;;
83235;11/12/2019;0000;;32.8;;9.9;;25.34;79.5;0;
83235;11/12/2019;1200;0;;20.1;;;;;;
83235;12/12/2019;0000;;32.3;;7.3;;26.88;66.5;0;
83235;12/12/2019;1200;4.4;;21.6;;;;;;
83235;13/12/2019;0000;;32.7;;5.2;;26.52;72.75;0.68592;
83235;13/12/2019;1200;0.2;;22.5;;;;;;
83235;14/12/2019;0000;;36.7;;9.7;;28.54;47.5;1.37184;
83235;14/12/2019;1200;0;;23;;;;;;
83235;15/12/2019;0000;;34.7;;11.2;;28.38;52;2.05776;
83235;15/12/2019;1200;0;;23.2;;;;;;
83235;16/12/2019;0000;;35.5;;10.6;;28.68;49.25;0.68592;
83235;16/12/2019;1200;0;;23.6;;;;;;
83235;17/12/2019;0000;;35.7;;8.6;;28.96;51.75;0;
83235;17/12/2019;1200;0;;25.7;;;;;;
83235;18/12/2019;0000;;32.4;;4.9;;27.26;69.5;0;
83235;18/12/2019;1200;0;;23.4;;;;;;
83235;19/12/2019;0000;;32.4;;7.4;;27.6;63.5;0;
83235;19/12/2019;1200;2.6;;24.7;;;;;;
83235;20/12/2019;0000;;36.7;;9.9;;29.62;42.25;0;
83235;20/12/2019;1200;0;;23.1;;;;;;
83235;21/12/2019;0000;;36.7;;10.9;;31.14;43.5;0;
83235;21/12/2019;1200;0;;26;;;;;;
83235;22/12/2019;0000;;37.5;;9.6;;31.1;44.5;0.68592;
83235;22/12/2019;1200;0;;26.4;;;;;;
83235;23/12/2019;0000;;36.2;;6.7;;28.68;67.25;0;
83235;23/12/2019;1200;0;;24.2;;;;;;
83235;24/12/2019;0000;;36.4;;5;;28.68;53.75;0.34296;
83235;24/12/2019;1200;2.8;;24;;;;;;
83235;25/12/2019;0000;;35.9;;3.7;;28.82;58;0.34296;
83235;25/12/2019;1200;0;;24.2;;;;;;
83235;26/12/2019;0000;;31.2;;0.5;;25.86;73.5;0.68592;
83235;26/12/2019;1200;4.6;;22.1;;;;;;
83235;27/12/2019;0000;;33.7;;3.7;;25.82;73.75;1.37184;
83235;27/12/2019;1200;0;;23.7;;;;;;
83235;28/12/2019;0000;;34.2;;5;;26.74;62.75;0;
83235;28/12/2019;1200;19;;21.3;;;;;;
83235;29/12/2019;0000;;34.2;;7.1;;27.76;62.75;0.34296;
83235;29/12/2019;1200;0;;22.6;;;;;;
