Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82562;02/08/2019;0000;;36.1;;8.5;;29.6;64;;
82562;02/08/2019;1200;0;;23;;;;;;
82562;03/08/2019;1200;0;;;;;;;;
82562;04/08/2019;1200;0;;;;;;;;
82562;05/09/2019;0000;;35.5;;7.4;;29.36;66.5;;
82562;05/09/2019;1200;0;;23.1;;;;;;
82562;06/09/2019;0000;;36.5;;8.2;;28.98;67;;
82562;06/09/2019;1200;0;;23.5;;;;;;
82562;09/09/2019;0000;;35.3;;9;;28.94;67.75;;
82562;09/09/2019;1200;0;;22.2;;;;;;
82562;10/09/2019;0000;;36.1;;6.4;;29.4;68.5;;
82562;10/09/2019;1200;0;;21.8;;;;;;
82562;11/09/2019;0000;;36.3;;9.2;;29.36;68;;
82562;11/09/2019;1200;0;;22.8;;;;;;
82562;12/09/2019;0000;;36.3;;7.6;;29.62;65.75;;
82562;12/09/2019;1200;0;;23;;;;;;
82562;13/09/2019;0000;;35.5;;8.9;;29.08;74;;
82562;13/09/2019;1200;0;;23.4;;;;;;
82562;14/09/2019;1200;0;;;;;;;;
82562;15/09/2019;1200;0;;;;;;;;
82562;16/09/2019;0000;;36.3;;6.6;;29.06;73;;
82562;16/09/2019;1200;0;;22.8;;;;;;
82562;17/09/2019;0000;;35.7;;8.6;;29.4;66.5;;
82562;17/09/2019;1200;0;;23;;;;;;
82562;18/09/2019;0000;;34.5;;6.9;;28.14;73.25;;
82562;18/09/2019;1200;0;;21.5;;;;;;
82562;19/09/2019;0000;;38;;8.9;;29.42;63.75;;
82562;19/09/2019;1200;0;;22.4;;;;;;
82562;20/09/2019;0000;;37.8;;9.1;;30.02;65.5;;
82562;20/09/2019;1200;0;;23.8;;;;;;
82562;21/09/2019;1200;0;;;;;;;;
82562;22/09/2019;1200;0;;;;;;;;
82562;23/09/2019;0000;;35.7;;8.2;;29.24;73.25;;
82562;23/09/2019;1200;0;;24;;;;;;
82562;24/09/2019;0000;;35.6;;7.5;;28.54;67.75;;
82562;24/09/2019;1200;0.3;;23;;;;;;
82562;25/09/2019;0000;;37.3;;8.2;;28.58;69.5;;
82562;25/09/2019;1200;0;;22.1;;;;;;
82562;26/09/2019;0000;;38.6;;10.1;;30.62;58.75;;
82562;26/09/2019;1200;0;;22.8;;;;;;
82562;27/09/2019;0000;;37.3;;8.8;;30.84;59;;
82562;27/09/2019;1200;0;;24.4;;;;;;
82562;28/09/2019;1200;0;;;;;;;;
82562;29/09/2019;1200;0;;;;;;;;
82562;30/09/2019;0000;;36.3;;6.9;;28.1;71.25;;
82562;30/09/2019;1200;0;;20.4;;;;;;
82562;01/10/2019;0000;;37.5;;8.3;;29.12;70.5;;
82562;01/10/2019;1200;0;;23;;;;;;
82562;02/10/2019;0000;;33.9;;3.8;;27.48;79.75;;
82562;02/10/2019;1200;5.4;;22.8;;;;;;
82562;03/10/2019;0000;;35.3;;5.8;;28.52;73.5;;
82562;03/10/2019;1200;0;;21.7;;;;;;
82562;04/10/2019;0000;;32.7;;1.3;;27.76;75.5;;
82562;04/10/2019;1200;0.7;;22.4;;;;;;
82562;05/10/2019;1200;0;;;;;;;;
82562;06/10/2019;1200;0;;;;;;;;
82562;07/10/2019;0000;;33.3;;3.8;;28.18;75.75;;
82562;07/10/2019;1200;0;;23;;;;;;
82562;08/10/2019;0000;;34.5;;5.5;;28.66;77.5;;
82562;08/10/2019;1200;0;;22.5;;;;;;
