Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82659;02/08/2019;0000;;36;;9.8;;25.94;59.25;0.68592;
82659;02/08/2019;1200;0;;17.8;;;;;;
82659;03/08/2019;0000;;36.1;;10;;25.9;56.75;0.68592;
82659;03/08/2019;1200;0;;17.6;;;;;;
82659;04/08/2019;0000;;34.6;;9.8;;25.62;57.5;1.02888;
82659;04/08/2019;1200;0;;17.1;;;;;;
82659;05/08/2019;0000;;34.3;;9.4;;25.42;62.75;0.68592;
82659;05/08/2019;1200;0;;17.4;;;;;;
82659;06/08/2019;0000;;33.2;;10.1;;25.82;54;0.68592;
82659;06/08/2019;1200;0;;19.3;;;;;;
82659;07/08/2019;0000;;33.7;;9.9;;25.48;56;0.68592;
82659;07/08/2019;1200;0;;20.6;;;;;;
82659;08/08/2019;0000;;34.7;;9.8;;24.94;55;0.68592;
82659;08/08/2019;1200;0;;16.7;;;;;;
82659;09/08/2019;0000;;34.9;;9.6;;24.78;56.25;0.68592;
82659;09/08/2019;1200;0;;16.8;;;;;;
82659;10/08/2019;0000;;35.2;;10.3;;24.12;51.25;0.68592;
82659;10/08/2019;1200;0;;15.1;;;;;;
82659;11/08/2019;0000;;34.7;;10.2;;24.62;43.5;0.68592;
82659;11/08/2019;1200;0;;14.6;;;;;;
82659;12/08/2019;0000;;35.8;;9.7;;25.9;52.5;0.68592;
82659;12/08/2019;1200;0;;16.4;;;;;;
82659;13/08/2019;0000;;36;;10.3;;26.7;53.25;0.8574;
82659;13/08/2019;1200;0;;18.1;;;;;;
82659;14/08/2019;0000;;35.1;;8.3;;26.66;53.75;0.68592;
82659;14/08/2019;1200;0;;19.7;;;;;;
82659;15/08/2019;0000;;34.8;;10.3;;27.44;50.25;1.02888;
82659;15/08/2019;1200;0;;20.9;;;;;;
82659;16/08/2019;0000;;34;;10.4;;26.56;41.75;1.54332;
82659;16/08/2019;1200;0;;20.9;;;;;;
82659;17/08/2019;0000;;35.5;;10.4;;26.34;47;0.68592;
82659;17/08/2019;1200;0;;21.9;;;;;;
82659;18/08/2019;0000;;34.6;;9.9;;25.96;55.5;0.68592;
82659;18/08/2019;1200;0;;17.6;;;;;;
82659;19/08/2019;0000;;36.4;;10.2;;26.1;52.5;0.68592;
82659;19/08/2019;1200;0;;17.7;;;;;;
82659;20/08/2019;0000;;35.2;;8.6;;25.92;55.5;1.02888;
82659;20/08/2019;1200;0;;17.3;;;;;;
82659;21/08/2019;0000;;32.6;;6.9;;25.54;73.75;0.68592;
82659;21/08/2019;1200;0;;18.8;;;;;;
82659;22/08/2019;0000;;32;;5.5;;25.2;88.25;1.02888;
82659;22/08/2019;1200;0;;19.4;;;;;;
82659;23/08/2019;0000;;34.6;;9.4;;25.76;66;0.68592;
82659;23/08/2019;1200;2.7;;19.2;;;;;;
82659;24/08/2019;0000;;35.1;;10.2;;25.64;57.25;0.68592;
82659;24/08/2019;1200;0;;18.1;;;;;;
82659;25/08/2019;0000;;35.3;;10.4;;25.4;52.5;0.68592;
82659;25/08/2019;1200;0;;17.3;;;;;;
82659;26/08/2019;0000;;36.3;;10.5;;25.56;54;0.68592;
82659;26/08/2019;1200;0;;16.8;;;;;;
82659;27/08/2019;0000;;35.6;;10.3;;25.56;54.75;0.68592;
82659;27/08/2019;1200;0;;16.6;;;;;;
82659;28/08/2019;0000;;36.9;;10.3;;26.06;54.25;0.68592;
82659;28/08/2019;1200;0;;17;;;;;;
82659;29/08/2019;0000;;36.7;;10.3;;25.62;54.5;0.68592;
82659;29/08/2019;1200;0;;17.8;;;;;;
82659;30/08/2019;0000;;35.7;;9.6;;25.84;54;0.68592;
82659;30/08/2019;1200;0;;17.4;;;;;;
82659;31/08/2019;0000;;36;;9.1;;26.14;57.5;0.68592;
82659;31/08/2019;1200;0;;18.8;;;;;;
82659;01/09/2019;0000;;36.7;;9.6;;27.02;56;0.68592;
82659;01/09/2019;1200;0;;18.8;;;;;;
82659;02/09/2019;0000;;34;;9.3;;26.44;70.5;0.8574;
82659;02/09/2019;1200;0;;18.7;;;;;;
82659;03/09/2019;0000;;36.8;;9.6;;27.74;56.5;1.02888;
82659;03/09/2019;1200;0.8;;20.6;;;;;;
82659;04/09/2019;0000;;35.9;;9.8;;28.88;59.75;1.20036;
82659;04/09/2019;1200;0;;21;;;;;;
82659;05/09/2019;0000;;34.5;;8.1;;27.2;66.75;1.20036;
82659;05/09/2019;1200;0.9;;21;;;;;;
82659;06/09/2019;0000;;32.7;;1.9;;26.36;72.75;1.02888;
82659;06/09/2019;1200;0;;21.4;;;;;;
82659;07/09/2019;0000;;35.2;;10.1;;26.74;52.25;1.20036;
82659;07/09/2019;1200;0.7;;21;;;;;;
82659;08/09/2019;0000;;35.5;;10.5;;26.1;47.25;0.8574;
82659;08/09/2019;1200;0;;16.8;;;;;;
82659;09/09/2019;0000;;36.4;;10;;26.9;51.75;0.68592;
82659;09/09/2019;1200;0;;18;;;;;;
82659;10/09/2019;0000;;36.6;;10.4;;27.46;52.25;1.02888;
82659;10/09/2019;1200;0;;19.5;;;;;;
82659;11/09/2019;0000;;37.6;;10.5;;28.14;49.25;0.68592;
82659;11/09/2019;1200;0;;21.1;;;;;;
82659;12/09/2019;0000;;36.2;;10.4;;27.42;56.75;0.68592;
82659;12/09/2019;1200;0;;18.9;;;;;;
82659;13/09/2019;0000;;36.8;;10.4;;27.76;55.25;0.68592;
82659;13/09/2019;1200;0;;19.5;;;;;;
82659;14/09/2019;0000;;35.3;;10.4;;28;65;0.68592;
82659;14/09/2019;1200;0;;21.5;;;;;;
82659;15/09/2019;0000;;36.4;;8.5;;27.82;61.75;1.20036;
82659;15/09/2019;1200;0;;21.3;;;;;;
82659;16/09/2019;0000;;35.7;;9.3;;27.72;61.5;0.68592;
82659;16/09/2019;1200;0;;21.1;;;;;;
82659;17/09/2019;0000;;35.5;;8.7;;27.48;57.25;0.68592;
82659;17/09/2019;1200;0;;20.3;;;;;;
82659;18/09/2019;0000;;36.5;;9.9;;27.7;58;0.68592;
82659;18/09/2019;1200;0;;19.7;;;;;;
82659;19/09/2019;0000;;36.3;;9.8;;27.82;59;0.68592;
